StudyInstanceUID,Slice,ImageHeight,ImageWidth,SliceThickness,ImagePositionPatient_x,ImagePositionPatient_y,ImagePositionPatient_z,C1,C2,C3,C4,C5,C6,C7,SliceRatio
1.2.826.0.1.3680043.24891,25,512,512,1.0,-89.82421875,-215.82421875,564.0,0,0,0,0,0,0,0,0.1388888888888889
1.2.826.0.1.3680043.24891,26,512,512,1.0,-89.82421875,-215.82421875,563.0,0,0,0,0,0,0,0,0.14444444444444443
1.2.826.0.1.3680043.24891,27,512,512,1.0,-89.82421875,-215.82421875,562.0,0,0,0,0,0,0,0,0.15
1.2.826.0.1.3680043.24891,28,512,512,1.0,-89.82421875,-215.82421875,561.0,0,0,0,0,0,0,0,0.15555555555555556
1.2.826.0.1.3680043.24891,29,512,512,1.0,-89.82421875,-215.82421875,560.0,1,0,0,0,0,0,0,0.16111111111111112
1.2.826.0.1.3680043.24891,30,512,512,1.0,-89.82421875,-215.82421875,559.0,0,0,0,0,0,0,0,0.16666666666666666
1.2.826.0.1.3680043.24891,31,512,512,1.0,-89.82421875,-215.82421875,558.0,0,0,0,0,0,0,0,0.17222222222222222
1.2.826.0.1.3680043.24891,32,512,512,1.0,-89.82421875,-215.82421875,557.0,0,0,0,0,0,0,0,0.17777777777777778
1.2.826.0.1.3680043.24891,33,512,512,1.0,-89.82421875,-215.82421875,556.0,0,0,0,0,0,0,0,0.18333333333333332
1.2.826.0.1.3680043.24891,34,512,512,1.0,-89.82421875,-215.82421875,555.0,0,0,0,0,0,0,0,0.18888888888888888
1.2.826.0.1.3680043.24891,35,512,512,1.0,-89.82421875,-215.82421875,554.0,0,0,0,0,0,0,0,0.19444444444444445
1.2.826.0.1.3680043.24891,36,512,512,1.0,-89.82421875,-215.82421875,553.0,0,0,0,0,0,0,0,0.2
1.2.826.0.1.3680043.24891,37,512,512,1.0,-89.82421875,-215.82421875,552.0,0,0,0,0,0,0,0,0.20555555555555555
1.2.826.0.1.3680043.24891,38,512,512,1.0,-89.82421875,-215.82421875,551.0,1,0,0,0,0,0,0,0.2111111111111111
1.2.826.0.1.3680043.24891,39,512,512,1.0,-89.82421875,-215.82421875,550.0,1,0,0,0,0,0,0,0.21666666666666667
1.2.826.0.1.3680043.24891,40,512,512,1.0,-89.82421875,-215.82421875,549.0,1,0,0,0,0,0,0,0.2222222222222222
1.2.826.0.1.3680043.24891,41,512,512,1.0,-89.82421875,-215.82421875,548.0,1,1,0,0,0,0,0,0.22777777777777777
1.2.826.0.1.3680043.24891,42,512,512,1.0,-89.82421875,-215.82421875,547.0,1,1,0,0,0,0,0,0.23333333333333334
1.2.826.0.1.3680043.24891,43,512,512,1.0,-89.82421875,-215.82421875,546.0,1,1,0,0,0,0,0,0.2388888888888889
1.2.826.0.1.3680043.24891,44,512,512,1.0,-89.82421875,-215.82421875,545.0,1,1,0,0,0,0,0,0.24444444444444444
1.2.826.0.1.3680043.24891,45,512,512,1.0,-89.82421875,-215.82421875,544.0,1,1,0,0,0,0,0,0.25
1.2.826.0.1.3680043.24891,46,512,512,1.0,-89.82421875,-215.82421875,543.0,1,1,0,0,0,0,0,0.25555555555555554
1.2.826.0.1.3680043.24891,47,512,512,1.0,-89.82421875,-215.82421875,542.0,1,1,0,0,0,0,0,0.2611111111111111
1.2.826.0.1.3680043.24891,48,512,512,1.0,-89.82421875,-215.82421875,541.0,1,1,0,0,0,0,0,0.26666666666666666
1.2.826.0.1.3680043.24891,49,512,512,1.0,-89.82421875,-215.82421875,540.0,1,1,0,0,0,0,0,0.2722222222222222
1.2.826.0.1.3680043.24891,50,512,512,1.0,-89.82421875,-215.82421875,539.0,1,1,0,0,0,0,0,0.2777777777777778
1.2.826.0.1.3680043.24891,51,512,512,1.0,-89.82421875,-215.82421875,538.0,1,1,0,0,0,0,0,0.2833333333333333
1.2.826.0.1.3680043.24891,52,512,512,1.0,-89.82421875,-215.82421875,537.0,1,1,0,0,0,0,0,0.28888888888888886
1.2.826.0.1.3680043.24891,53,512,512,1.0,-89.82421875,-215.82421875,536.0,1,1,0,0,0,0,0,0.29444444444444445
1.2.826.0.1.3680043.24891,54,512,512,1.0,-89.82421875,-215.82421875,535.0,1,1,0,0,0,0,0,0.3
1.2.826.0.1.3680043.24891,55,512,512,1.0,-89.82421875,-215.82421875,534.0,1,1,0,0,0,0,0,0.3055555555555556
1.2.826.0.1.3680043.24891,56,512,512,1.0,-89.82421875,-215.82421875,533.0,1,1,0,0,0,0,0,0.3111111111111111
1.2.826.0.1.3680043.24891,57,512,512,1.0,-89.82421875,-215.82421875,532.0,1,1,0,0,0,0,0,0.31666666666666665
1.2.826.0.1.3680043.24891,58,512,512,1.0,-89.82421875,-215.82421875,531.0,1,1,0,0,0,0,0,0.32222222222222224
1.2.826.0.1.3680043.24891,59,512,512,1.0,-89.82421875,-215.82421875,530.0,1,1,0,0,0,0,0,0.3277777777777778
1.2.826.0.1.3680043.24891,60,512,512,1.0,-89.82421875,-215.82421875,529.0,1,1,0,0,0,0,0,0.3333333333333333
1.2.826.0.1.3680043.24891,61,512,512,1.0,-89.82421875,-215.82421875,528.0,0,1,0,0,0,0,0,0.3388888888888889
1.2.826.0.1.3680043.24891,62,512,512,1.0,-89.82421875,-215.82421875,527.0,0,1,0,0,0,0,0,0.34444444444444444
1.2.826.0.1.3680043.24891,63,512,512,1.0,-89.82421875,-215.82421875,526.0,0,1,0,0,0,0,0,0.35
1.2.826.0.1.3680043.24891,64,512,512,1.0,-89.82421875,-215.82421875,525.0,0,1,0,0,0,0,0,0.35555555555555557
1.2.826.0.1.3680043.24891,65,512,512,1.0,-89.82421875,-215.82421875,524.0,0,1,0,0,0,0,0,0.3611111111111111
1.2.826.0.1.3680043.24891,66,512,512,1.0,-89.82421875,-215.82421875,523.0,0,1,0,0,0,0,0,0.36666666666666664
1.2.826.0.1.3680043.24891,67,512,512,1.0,-89.82421875,-215.82421875,522.0,0,1,0,0,0,0,0,0.37222222222222223
1.2.826.0.1.3680043.24891,68,512,512,1.0,-89.82421875,-215.82421875,521.0,0,1,1,0,0,0,0,0.37777777777777777
1.2.826.0.1.3680043.24891,69,512,512,1.0,-89.82421875,-215.82421875,520.0,0,1,1,0,0,0,0,0.38333333333333336
1.2.826.0.1.3680043.24891,70,512,512,1.0,-89.82421875,-215.82421875,519.0,0,1,1,0,0,0,0,0.3888888888888889
1.2.826.0.1.3680043.24891,71,512,512,1.0,-89.82421875,-215.82421875,518.0,0,1,1,0,0,0,0,0.39444444444444443
1.2.826.0.1.3680043.24891,72,512,512,1.0,-89.82421875,-215.82421875,517.0,0,1,1,0,0,0,0,0.4
1.2.826.0.1.3680043.24891,73,512,512,1.0,-89.82421875,-215.82421875,516.0,0,1,1,0,0,0,0,0.40555555555555556
1.2.826.0.1.3680043.24891,74,512,512,1.0,-89.82421875,-215.82421875,515.0,0,1,1,0,0,0,0,0.4111111111111111
1.2.826.0.1.3680043.24891,75,512,512,1.0,-89.82421875,-215.82421875,514.0,0,1,1,0,0,0,0,0.4166666666666667
1.2.826.0.1.3680043.24891,76,512,512,1.0,-89.82421875,-215.82421875,513.0,0,1,1,0,0,0,0,0.4222222222222222
1.2.826.0.1.3680043.24891,77,512,512,1.0,-89.82421875,-215.82421875,512.0,0,1,1,0,0,0,0,0.42777777777777776
1.2.826.0.1.3680043.24891,78,512,512,1.0,-89.82421875,-215.82421875,511.0,0,1,1,0,0,0,0,0.43333333333333335
1.2.826.0.1.3680043.24891,79,512,512,1.0,-89.82421875,-215.82421875,510.0,0,1,1,0,0,0,0,0.4388888888888889
1.2.826.0.1.3680043.24891,80,512,512,1.0,-89.82421875,-215.82421875,509.0,0,0,1,0,0,0,0,0.4444444444444444
1.2.826.0.1.3680043.24891,81,512,512,1.0,-89.82421875,-215.82421875,508.0,0,0,1,0,0,0,0,0.45
1.2.826.0.1.3680043.24891,82,512,512,1.0,-89.82421875,-215.82421875,507.0,0,0,1,0,0,0,0,0.45555555555555555
1.2.826.0.1.3680043.24891,83,512,512,1.0,-89.82421875,-215.82421875,506.0,0,0,1,1,0,0,0,0.46111111111111114
1.2.826.0.1.3680043.24891,84,512,512,1.0,-89.82421875,-215.82421875,505.0,0,0,1,1,0,0,0,0.4666666666666667
1.2.826.0.1.3680043.24891,85,512,512,1.0,-89.82421875,-215.82421875,504.0,0,0,1,1,0,0,0,0.4722222222222222
1.2.826.0.1.3680043.24891,86,512,512,1.0,-89.82421875,-215.82421875,503.0,0,0,1,1,0,0,0,0.4777777777777778
1.2.826.0.1.3680043.24891,87,512,512,1.0,-89.82421875,-215.82421875,502.0,0,0,1,1,0,0,0,0.48333333333333334
1.2.826.0.1.3680043.24891,88,512,512,1.0,-89.82421875,-215.82421875,501.0,0,0,1,1,0,0,0,0.4888888888888889
1.2.826.0.1.3680043.24891,89,512,512,1.0,-89.82421875,-215.82421875,500.0,0,0,1,1,0,0,0,0.49444444444444446
1.2.826.0.1.3680043.24891,90,512,512,1.0,-89.82421875,-215.82421875,499.0,0,0,1,1,0,0,0,0.5
1.2.826.0.1.3680043.24891,91,512,512,1.0,-89.82421875,-215.82421875,498.0,0,0,1,1,0,0,0,0.5055555555555555
1.2.826.0.1.3680043.24891,92,512,512,1.0,-89.82421875,-215.82421875,497.0,0,0,1,1,0,0,0,0.5111111111111111
1.2.826.0.1.3680043.24891,93,512,512,1.0,-89.82421875,-215.82421875,496.0,0,0,1,1,0,0,0,0.5166666666666667
1.2.826.0.1.3680043.24891,94,512,512,1.0,-89.82421875,-215.82421875,495.0,0,0,0,1,1,0,0,0.5222222222222223
1.2.826.0.1.3680043.24891,95,512,512,1.0,-89.82421875,-215.82421875,494.0,0,0,0,1,1,0,0,0.5277777777777778
1.2.826.0.1.3680043.24891,96,512,512,1.0,-89.82421875,-215.82421875,493.0,0,0,0,1,1,0,0,0.5333333333333333
1.2.826.0.1.3680043.24891,97,512,512,1.0,-89.82421875,-215.82421875,492.0,0,0,0,1,1,0,0,0.5388888888888889
1.2.826.0.1.3680043.24891,98,512,512,1.0,-89.82421875,-215.82421875,491.0,0,0,0,1,1,0,0,0.5444444444444444
1.2.826.0.1.3680043.24891,99,512,512,1.0,-89.82421875,-215.82421875,490.0,0,0,0,1,1,0,0,0.55
1.2.826.0.1.3680043.24891,100,512,512,1.0,-89.82421875,-215.82421875,489.0,0,0,0,1,1,0,0,0.5555555555555556
1.2.826.0.1.3680043.24891,101,512,512,1.0,-89.82421875,-215.82421875,488.0,0,0,0,1,1,0,0,0.5611111111111111
1.2.826.0.1.3680043.24891,102,512,512,1.0,-89.82421875,-215.82421875,487.0,0,0,0,1,1,0,0,0.5666666666666667
1.2.826.0.1.3680043.24891,103,512,512,1.0,-89.82421875,-215.82421875,486.0,0,0,0,1,1,0,0,0.5722222222222222
1.2.826.0.1.3680043.24891,104,512,512,1.0,-89.82421875,-215.82421875,485.0,0,0,0,1,1,0,0,0.5777777777777777
1.2.826.0.1.3680043.24891,105,512,512,1.0,-89.82421875,-215.82421875,484.0,0,0,0,1,1,0,0,0.5833333333333334
1.2.826.0.1.3680043.24891,106,512,512,1.0,-89.82421875,-215.82421875,483.0,0,0,0,1,1,0,0,0.5888888888888889
1.2.826.0.1.3680043.24891,107,512,512,1.0,-89.82421875,-215.82421875,482.0,0,0,0,1,1,0,0,0.5944444444444444
1.2.826.0.1.3680043.24891,108,512,512,1.0,-89.82421875,-215.82421875,481.0,0,0,0,0,1,1,0,0.6
1.2.826.0.1.3680043.24891,109,512,512,1.0,-89.82421875,-215.82421875,480.0,0,0,0,0,1,1,0,0.6055555555555555
1.2.826.0.1.3680043.24891,110,512,512,1.0,-89.82421875,-215.82421875,479.0,0,0,0,0,1,1,0,0.6111111111111112
1.2.826.0.1.3680043.24891,111,512,512,1.0,-89.82421875,-215.82421875,478.0,0,0,0,0,1,1,0,0.6166666666666667
1.2.826.0.1.3680043.24891,112,512,512,1.0,-89.82421875,-215.82421875,477.0,0,0,0,0,1,1,0,0.6222222222222222
1.2.826.0.1.3680043.24891,113,512,512,1.0,-89.82421875,-215.82421875,476.0,0,0,0,0,1,1,0,0.6277777777777778
1.2.826.0.1.3680043.24891,114,512,512,1.0,-89.82421875,-215.82421875,475.0,0,0,0,0,1,1,0,0.6333333333333333
1.2.826.0.1.3680043.24891,115,512,512,1.0,-89.82421875,-215.82421875,474.0,0,0,0,0,1,1,0,0.6388888888888888
1.2.826.0.1.3680043.24891,116,512,512,1.0,-89.82421875,-215.82421875,473.0,0,0,0,0,1,1,0,0.6444444444444445
1.2.826.0.1.3680043.24891,117,512,512,1.0,-89.82421875,-215.82421875,472.0,0,0,0,0,1,1,0,0.65
1.2.826.0.1.3680043.24891,118,512,512,1.0,-89.82421875,-215.82421875,471.0,0,0,0,0,1,1,0,0.6555555555555556
1.2.826.0.1.3680043.24891,119,512,512,1.0,-89.82421875,-215.82421875,470.0,0,0,0,0,1,1,1,0.6611111111111111
1.2.826.0.1.3680043.24891,120,512,512,1.0,-89.82421875,-215.82421875,469.0,0,0,0,0,1,1,1,0.6666666666666666
1.2.826.0.1.3680043.24891,121,512,512,1.0,-89.82421875,-215.82421875,468.0,0,0,0,0,0,1,1,0.6722222222222223
1.2.826.0.1.3680043.24891,122,512,512,1.0,-89.82421875,-215.82421875,467.0,0,0,0,0,0,1,1,0.6777777777777778
1.2.826.0.1.3680043.24891,123,512,512,1.0,-89.82421875,-215.82421875,466.0,0,0,0,0,0,1,1,0.6833333333333333
1.2.826.0.1.3680043.24891,124,512,512,1.0,-89.82421875,-215.82421875,465.0,0,0,0,0,0,1,1,0.6888888888888889
1.2.826.0.1.3680043.24891,125,512,512,1.0,-89.82421875,-215.82421875,464.0,0,0,0,0,0,1,1,0.6944444444444444
1.2.826.0.1.3680043.24891,126,512,512,1.0,-89.82421875,-215.82421875,463.0,0,0,0,0,0,1,1,0.7
1.2.826.0.1.3680043.24891,127,512,512,1.0,-89.82421875,-215.82421875,462.0,0,0,0,0,0,1,1,0.7055555555555556
1.2.826.0.1.3680043.24891,128,512,512,1.0,-89.82421875,-215.82421875,461.0,0,0,0,0,0,1,1,0.7111111111111111
1.2.826.0.1.3680043.24891,129,512,512,1.0,-89.82421875,-215.82421875,460.0,0,0,0,0,0,1,1,0.7166666666666667
1.2.826.0.1.3680043.24891,130,512,512,1.0,-89.82421875,-215.82421875,459.0,0,0,0,0,0,1,1,0.7222222222222222
1.2.826.0.1.3680043.24891,131,512,512,1.0,-89.82421875,-215.82421875,458.0,0,0,0,0,0,1,1,0.7277777777777777
1.2.826.0.1.3680043.24891,132,512,512,1.0,-89.82421875,-215.82421875,457.0,0,0,0,0,0,1,1,0.7333333333333333
1.2.826.0.1.3680043.24891,133,512,512,1.0,-89.82421875,-215.82421875,456.0,0,0,0,0,0,1,1,0.7388888888888889
1.2.826.0.1.3680043.24891,134,512,512,1.0,-89.82421875,-215.82421875,455.0,0,0,0,0,0,1,1,0.7444444444444445
1.2.826.0.1.3680043.24891,135,512,512,1.0,-89.82421875,-215.82421875,454.0,0,0,0,0,0,0,1,0.75
1.2.826.0.1.3680043.24891,136,512,512,1.0,-89.82421875,-215.82421875,453.0,0,0,0,0,0,0,1,0.7555555555555555
1.2.826.0.1.3680043.24891,137,512,512,1.0,-89.82421875,-215.82421875,452.0,0,0,0,0,0,0,1,0.7611111111111111
1.2.826.0.1.3680043.24891,138,512,512,1.0,-89.82421875,-215.82421875,451.0,0,0,0,0,0,0,1,0.7666666666666667
1.2.826.0.1.3680043.24891,139,512,512,1.0,-89.82421875,-215.82421875,450.0,0,0,0,0,0,0,1,0.7722222222222223
1.2.826.0.1.3680043.24891,140,512,512,1.0,-89.82421875,-215.82421875,449.0,0,0,0,0,0,0,1,0.7777777777777778
1.2.826.0.1.3680043.24891,141,512,512,1.0,-89.82421875,-215.82421875,448.0,0,0,0,0,0,0,1,0.7833333333333333
1.2.826.0.1.3680043.24891,142,512,512,1.0,-89.82421875,-215.82421875,447.0,0,0,0,0,0,0,1,0.7888888888888889
1.2.826.0.1.3680043.24891,143,512,512,1.0,-89.82421875,-215.82421875,446.0,0,0,0,0,0,0,1,0.7944444444444444
1.2.826.0.1.3680043.24891,144,512,512,1.0,-89.82421875,-215.82421875,445.0,0,0,0,0,0,0,1,0.8
1.2.826.0.1.3680043.24891,145,512,512,1.0,-89.82421875,-215.82421875,444.0,0,0,0,0,0,0,1,0.8055555555555556
1.2.826.0.1.3680043.24891,146,512,512,1.0,-89.82421875,-215.82421875,443.0,0,0,0,0,0,0,1,0.8111111111111111
1.2.826.0.1.3680043.24891,147,512,512,1.0,-89.82421875,-215.82421875,442.0,0,0,0,0,0,0,1,0.8166666666666667
1.2.826.0.1.3680043.24891,148,512,512,1.0,-89.82421875,-215.82421875,441.0,0,0,0,0,0,0,1,0.8222222222222222
1.2.826.0.1.3680043.24891,149,512,512,1.0,-89.82421875,-215.82421875,440.0,0,0,0,0,0,0,0,0.8277777777777777
1.2.826.0.1.3680043.24891,150,512,512,1.0,-89.82421875,-215.82421875,439.0,0,0,0,0,0,0,0,0.8333333333333334
1.2.826.0.1.3680043.24891,151,512,512,1.0,-89.82421875,-215.82421875,438.0,0,0,0,0,0,0,0,0.8388888888888889
1.2.826.0.1.3680043.24891,152,512,512,1.0,-89.82421875,-215.82421875,437.0,0,0,0,0,0,0,0,0.8444444444444444
1.2.826.0.1.3680043.24891,153,512,512,1.0,-89.82421875,-215.82421875,436.0,0,0,0,0,0,0,0,0.85
1.2.826.0.1.3680043.24891,154,512,512,1.0,-89.82421875,-215.82421875,435.0,0,0,0,0,0,0,0,0.8555555555555555
1.2.826.0.1.3680043.24891,155,512,512,1.0,-89.82421875,-215.82421875,434.0,0,0,0,0,0,0,0,0.8611111111111112
1.2.826.0.1.3680043.24891,156,512,512,1.0,-89.82421875,-215.82421875,433.0,0,0,0,0,0,0,0,0.8666666666666667
1.2.826.0.1.3680043.24891,157,512,512,1.0,-89.82421875,-215.82421875,432.0,0,0,0,0,0,0,0,0.8722222222222222
1.2.826.0.1.3680043.24891,158,512,512,1.0,-89.82421875,-215.82421875,431.0,0,0,0,0,0,0,0,0.8777777777777778
1.2.826.0.1.3680043.24891,159,512,512,1.0,-89.82421875,-215.82421875,430.0,0,0,0,0,0,0,0,0.8833333333333333
1.2.826.0.1.3680043.24891,160,512,512,1.0,-89.82421875,-215.82421875,429.0,0,0,0,0,0,0,0,0.8888888888888888
1.2.826.0.1.3680043.24891,161,512,512,1.0,-89.82421875,-215.82421875,428.0,0,0,0,0,0,0,0,0.8944444444444445
1.2.826.0.1.3680043.24891,162,512,512,1.0,-89.82421875,-215.82421875,427.0,0,0,0,0,0,0,0,0.9
1.2.826.0.1.3680043.24891,163,512,512,1.0,-89.82421875,-215.82421875,426.0,0,0,0,0,0,0,0,0.9055555555555556
1.2.826.0.1.3680043.24891,164,512,512,1.0,-89.82421875,-215.82421875,425.0,0,0,0,0,0,0,0,0.9111111111111111
1.2.826.0.1.3680043.24891,165,512,512,1.0,-89.82421875,-215.82421875,424.0,0,0,0,0,0,0,0,0.9166666666666666
1.2.826.0.1.3680043.24891,166,512,512,1.0,-89.82421875,-215.82421875,423.0,0,0,0,0,0,0,0,0.9222222222222223
1.2.826.0.1.3680043.24891,167,512,512,1.0,-89.82421875,-215.82421875,422.0,0,0,0,0,0,0,0,0.9277777777777778
1.2.826.0.1.3680043.24891,168,512,512,1.0,-89.82421875,-215.82421875,421.0,0,0,0,0,0,0,0,0.9333333333333333
1.2.826.0.1.3680043.24891,169,512,512,1.0,-89.82421875,-215.82421875,420.0,0,0,0,0,0,0,0,0.9388888888888889
1.2.826.0.1.3680043.24891,170,512,512,1.0,-89.82421875,-215.82421875,419.0,0,0,0,0,0,0,0,0.9444444444444444
1.2.826.0.1.3680043.24891,171,512,512,1.0,-89.82421875,-215.82421875,418.0,0,0,0,0,0,0,0,0.95
1.2.826.0.1.3680043.24891,172,512,512,1.0,-89.82421875,-215.82421875,417.0,0,0,0,0,0,0,0,0.9555555555555556
1.2.826.0.1.3680043.24891,173,512,512,1.0,-89.82421875,-215.82421875,416.0,0,0,0,0,0,0,0,0.9611111111111111
1.2.826.0.1.3680043.24891,174,512,512,1.0,-89.82421875,-215.82421875,415.0,0,0,0,0,0,0,0,0.9666666666666667
1.2.826.0.1.3680043.24891,175,512,512,1.0,-89.82421875,-215.82421875,414.0,0,0,0,0,0,0,0,0.9722222222222222
1.2.826.0.1.3680043.24891,176,512,512,1.0,-89.82421875,-215.82421875,413.0,0,0,0,0,0,0,0,0.9777777777777777
1.2.826.0.1.3680043.24891,177,512,512,1.0,-89.82421875,-215.82421875,412.0,0,0,0,0,0,0,0,0.9833333333333333
1.2.826.0.1.3680043.24891,178,512,512,1.0,-89.82421875,-215.82421875,411.0,0,0,0,0,0,0,0,0.9888888888888889
1.2.826.0.1.3680043.24891,179,512,512,1.0,-89.82421875,-215.82421875,410.0,0,0,0,0,0,0,0,0.9944444444444445
1.2.826.0.1.3680043.24891,180,512,512,1.0,-89.82421875,-215.82421875,409.0,0,0,0,0,0,0,0,1.0
1.2.826.0.1.3680043.25704,1,512,512,0.625,-160.0,-160.0,8.75,0,0,0,0,0,0,0,0.0038910505836575876
1.2.826.0.1.3680043.25704,2,512,512,0.625,-160.0,-160.0,8.125,0,0,0,0,0,0,0,0.007782101167315175
1.2.826.0.1.3680043.25704,3,512,512,0.625,-160.0,-160.0,7.5,0,0,0,0,0,0,0,0.011673151750972763
1.2.826.0.1.3680043.25704,4,512,512,0.625,-160.0,-160.0,6.875,0,0,0,0,0,0,0,0.01556420233463035
1.2.826.0.1.3680043.25704,5,512,512,0.625,-160.0,-160.0,6.25,0,0,0,0,0,0,0,0.019455252918287938
1.2.826.0.1.3680043.25704,6,512,512,0.625,-160.0,-160.0,5.625,0,0,0,0,0,0,0,0.023346303501945526
1.2.826.0.1.3680043.25704,7,512,512,0.625,-160.0,-160.0,5.0,0,0,0,0,0,0,0,0.027237354085603113
1.2.826.0.1.3680043.25704,8,512,512,0.625,-160.0,-160.0,4.375,0,0,0,0,0,0,0,0.0311284046692607
1.2.826.0.1.3680043.25704,9,512,512,0.625,-160.0,-160.0,3.75,0,0,0,0,0,0,0,0.03501945525291829
1.2.826.0.1.3680043.25704,10,512,512,0.625,-160.0,-160.0,3.125,0,0,0,0,0,0,0,0.038910505836575876
1.2.826.0.1.3680043.25704,11,512,512,0.625,-160.0,-160.0,2.5,0,0,0,0,0,0,0,0.042801556420233464
1.2.826.0.1.3680043.25704,12,512,512,0.625,-160.0,-160.0,1.875,0,0,0,0,0,0,0,0.04669260700389105
1.2.826.0.1.3680043.25704,13,512,512,0.625,-160.0,-160.0,1.25,0,0,0,0,0,0,0,0.05058365758754864
1.2.826.0.1.3680043.25704,14,512,512,0.625,-160.0,-160.0,0.625,0,0,0,0,0,0,0,0.054474708171206226
1.2.826.0.1.3680043.25704,15,512,512,0.625,-160.0,-160.0,0.0,0,0,0,0,0,0,0,0.058365758754863814
1.2.826.0.1.3680043.25704,16,512,512,0.625,-160.0,-160.0,-0.625,0,0,0,0,0,0,0,0.0622568093385214
1.2.826.0.1.3680043.25704,17,512,512,0.625,-160.0,-160.0,-1.25,0,0,0,0,0,0,0,0.06614785992217899
1.2.826.0.1.3680043.25704,18,512,512,0.625,-160.0,-160.0,-1.875,0,0,0,0,0,0,0,0.07003891050583658
1.2.826.0.1.3680043.25704,19,512,512,0.625,-160.0,-160.0,-2.5,0,0,0,0,0,0,0,0.07392996108949416
1.2.826.0.1.3680043.25704,20,512,512,0.625,-160.0,-160.0,-3.125,0,0,0,0,0,0,0,0.07782101167315175
1.2.826.0.1.3680043.25704,21,512,512,0.625,-160.0,-160.0,-3.75,0,0,0,0,0,0,0,0.08171206225680934
1.2.826.0.1.3680043.25704,22,512,512,0.625,-160.0,-160.0,-4.375,0,0,0,0,0,0,0,0.08560311284046693
1.2.826.0.1.3680043.25704,23,512,512,0.625,-160.0,-160.0,-5.0,0,0,0,0,0,0,0,0.08949416342412451
1.2.826.0.1.3680043.25704,24,512,512,0.625,-160.0,-160.0,-5.625,0,0,0,0,0,0,0,0.0933852140077821
1.2.826.0.1.3680043.25704,25,512,512,0.625,-160.0,-160.0,-6.25,0,0,0,0,0,0,0,0.09727626459143969
1.2.826.0.1.3680043.25704,26,512,512,0.625,-160.0,-160.0,-6.875,0,0,0,0,0,0,0,0.10116731517509728
1.2.826.0.1.3680043.25704,27,512,512,0.625,-160.0,-160.0,-7.5,0,0,0,0,0,0,0,0.10505836575875487
1.2.826.0.1.3680043.25704,28,512,512,0.625,-160.0,-160.0,-8.125,0,0,0,0,0,0,0,0.10894941634241245
1.2.826.0.1.3680043.25704,29,512,512,0.625,-160.0,-160.0,-8.75,0,0,0,0,0,0,0,0.11284046692607004
1.2.826.0.1.3680043.25704,30,512,512,0.625,-160.0,-160.0,-9.375,0,0,0,0,0,0,0,0.11673151750972763
1.2.826.0.1.3680043.25704,31,512,512,0.625,-160.0,-160.0,-10.0,0,0,0,0,0,0,0,0.12062256809338522
1.2.826.0.1.3680043.25704,32,512,512,0.625,-160.0,-160.0,-10.625,0,0,0,0,0,0,0,0.1245136186770428
1.2.826.0.1.3680043.25704,33,512,512,0.625,-160.0,-160.0,-11.25,0,0,0,0,0,0,0,0.12840466926070038
1.2.826.0.1.3680043.25704,34,512,512,0.625,-160.0,-160.0,-11.875,0,0,0,0,0,0,0,0.13229571984435798
1.2.826.0.1.3680043.25704,35,512,512,0.625,-160.0,-160.0,-12.5,0,0,0,0,0,0,0,0.13618677042801555
1.2.826.0.1.3680043.25704,36,512,512,0.625,-160.0,-160.0,-13.125,0,0,0,0,0,0,0,0.14007782101167315
1.2.826.0.1.3680043.25704,37,512,512,0.625,-160.0,-160.0,-13.75,0,0,0,0,0,0,0,0.14396887159533073
1.2.826.0.1.3680043.25704,38,512,512,0.625,-160.0,-160.0,-14.375,0,0,0,0,0,0,0,0.14785992217898833
1.2.826.0.1.3680043.25704,39,512,512,0.625,-160.0,-160.0,-15.0,0,0,0,0,0,0,0,0.1517509727626459
1.2.826.0.1.3680043.25704,40,512,512,0.625,-160.0,-160.0,-15.625,0,0,0,0,0,0,0,0.1556420233463035
1.2.826.0.1.3680043.25704,41,512,512,0.625,-160.0,-160.0,-16.25,0,0,0,0,0,0,0,0.15953307392996108
1.2.826.0.1.3680043.25704,42,512,512,0.625,-160.0,-160.0,-16.875,0,0,0,0,0,0,0,0.16342412451361868
1.2.826.0.1.3680043.25704,43,512,512,0.625,-160.0,-160.0,-17.5,0,0,0,0,0,0,0,0.16731517509727625
1.2.826.0.1.3680043.25704,44,512,512,0.625,-160.0,-160.0,-18.125,0,0,0,0,0,0,0,0.17120622568093385
1.2.826.0.1.3680043.25704,45,512,512,0.625,-160.0,-160.0,-18.75,0,0,0,0,0,0,0,0.17509727626459143
1.2.826.0.1.3680043.25704,46,512,512,0.625,-160.0,-160.0,-19.375,0,0,0,0,0,0,0,0.17898832684824903
1.2.826.0.1.3680043.25704,47,512,512,0.625,-160.0,-160.0,-20.0,0,0,0,0,0,0,0,0.1828793774319066
1.2.826.0.1.3680043.25704,48,512,512,0.625,-160.0,-160.0,-20.625,0,0,0,0,0,0,0,0.1867704280155642
1.2.826.0.1.3680043.25704,49,512,512,0.625,-160.0,-160.0,-21.25,0,0,0,0,0,0,0,0.19066147859922178
1.2.826.0.1.3680043.25704,50,512,512,0.625,-160.0,-160.0,-21.875,0,0,0,0,0,0,0,0.19455252918287938
1.2.826.0.1.3680043.25704,51,512,512,0.625,-160.0,-160.0,-22.5,0,0,0,0,0,0,0,0.19844357976653695
1.2.826.0.1.3680043.25704,52,512,512,0.625,-160.0,-160.0,-23.125,0,0,0,0,0,0,0,0.20233463035019456
